pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,sy_dist
"TOI-3568 b","TOI-3568","Transit",2024,4.41796500000,5.30000000,26.40000000,197.90600000
"TOI-3894 b","TOI-3894","Transit",2024,4.33454000000,15.27784069,260.61929374,417.36500000
"TOI-3919 b","TOI-3919","Transit",2024,7.43323400000,12.31866979,1233.17421916,604.59100000
"TOI-1824 b","TOI-1824","Transit",2024,22.80853300000,2.74382690,16.00000000,59.43140000
"TOI-1836 b","TOI-1836","Transit",2024,20.38079900000,8.00321222,38.45723725,191.64900000
"TOI-1836 c","TOI-1836","Transit",2024,1.77274710000,2.59987579,8.00000000,191.64900000
"TOI-1855 b","TOI-1855","Transit",2024,1.36414864000,18.49481816,360.09958513,176.83300000
"TOI-1898 b","TOI-1898","Transit",2024,45.52234000000,9.39553231,129.00000000,79.66820000
"TOI-3984 A b","TOI-3984 A","Transit",2023,4.35332600000,7.90000000,44.00000000,108.88300000
"TOI-4010 c","TOI-4010","Transit",2023,5.41465400000,5.93000000,20.31000000,177.50400000
"TOI-4010 d","TOI-4010","Transit",2023,14.70886000000,6.18000000,38.15000000,177.50400000
"TOI-4010 b","TOI-4010","Transit",2023,1.34833500000,3.02000000,11.00000000,177.50400000
"TOI-1853 b","TOI-1853","Transit",2023,1.24362580000,3.46000000,73.20000000,165.10500000
"TOI-1937 A b","TOI-1937 A","Transit",2023,0.94667944000,13.97759893,638.83509807,415.13500000
"TOI-2000 c","TOI-2000","Transit",2023,9.12705500000,8.14000000,81.70000000,175.71300000
"TOI-2000 b","TOI-2000","Transit",2023,3.09833000000,2.70000000,11.00000000,175.71300000
"TOI-2010 b","TOI-2010","Transit",2023,141.83402500000,11.81426566,408.72733140,109.19000000
"TOI-2015 b","TOI-2015","Transit",2023,3.34823700000,3.30900000,9.20000000,47.34440000
"TOI-2095 b","TOI-2095","Transit",2023,17.66484000000,1.25000000,4.10000000,41.91760000
"TOI-2095 c","TOI-2095","Transit",2023,28.17232000000,1.33000000,7.40000000,41.91760000
"TOI-2134 b","TOI-2134","Transit",2023,9.22920050000,2.69000000,9.13000000,22.62020000
"TOI-2134 c","TOI-2134","Transit",2023,95.50000000000,7.27000000,41.89000000,22.62020000
"TOI-2141 b","TOI-2141","Transit",2023,18.26160800000,3.14700000,20.10000000,77.68200000
"TOI-2145 b","TOI-2145","Transit",2023,10.26112800000,12.24020692,1805.26535176,224.73100000
"TOI-2152 A b","TOI-2152","Transit",2023,3.37735120000,14.35870428,899.45439181,303.00600000
"TOI-2154 b","TOI-2154","Transit",2023,3.82408010000,16.28664896,292.40213444,296.46000000
"TOI-2338 b","TOI-2338","Transit",2023,22.65398000000,11.20898070,1900.61387386,313.99600000
"TOI-2364 b","TOI-2364","Transit",2023,4.01975170000,8.60849718,71.51139158,219.61400000
"TOI-2373 b","TOI-2373","Transit",2023,13.33668000000,10.42435205,2955.80418510,508.68600000
"TOI-2416 b","TOI-2416","Transit",2023,8.27547900000,9.86390302,953.48522100,557.73300000
"TOI-2497 b","TOI-2497","Transit",2023,10.65566900000,11.14172682,1531.93292174,285.28900000
"TOI-2498 b","TOI-2498","Transit",2023,3.73825200000,6.06000000,34.62000000,275.26500000
"TOI-2524 b","TOI-2524","Transit",2023,7.18585000000,11.20898070,203.41018048,438.84200000
"TOI-2525 b","TOI-2525","Transit",2023,23.28560000000,8.67575106,26.69758619,395.39800000
"TOI-2525 c","TOI-2525","Transit",2023,49.25190000000,10.13291855,208.81326340,395.39800000
"TOI-1194 b","TOI-1194","Transit",2023,2.31064460000,8.71664516,120.00000000,149.66700000
"TOI-1221 b","TOI-1221","Transit",2023,91.68278000000,2.91000000,1112.39942450,138.41100000
"TOI-1408 b","TOI-1408","Transit",2023,4.42587000000,25.00000000,593.00000000,139.48400000
"TOI-1416 b","TOI-1416","Transit",2023,1.06975680000,1.62000000,3.48000000,55.01350000
"TOI-1420 b","TOI-1420","Transit",2023,6.95610630000,11.89000000,25.10000000,201.91800000
"HD 235088 b","HD 235088","Transit",2023,7.43413250000,1.98200000,4.15000000,41.17060000
"TOI-1470 b","TOI-1470","Transit",2023,2.52709300000,2.18000000,7.32000000,51.95030000
"HIP 9618 b","HIP 9618","Transit",2023,20.77285800000,3.82838127,8.30000000,67.54780000
"HIP 9618 c","HIP 9618","Transit",2023,52.56363000000,3.42855926,7.00000000,67.54780000
"HD 6061 b","HD 6061","Transit",2023,5.25490000000,2.42763557,10.00000000,67.62030000
"TOI-1694 b","TOI-1694","Transit",2023,3.77010700000,5.34222660,31.30000000,124.68000000
"TOI-1736 b","TOI-1736","Transit",2023,7.07307600000,3.18175535,12.30000000,88.94820000
"TOI-1801 b","TOI-1801","Transit",2023,10.64387000000,2.07900000,5.73800000,30.67960000
"TOI-1811 b","TOI-1811","Transit",2023,3.71307650000,11.14172682,308.92921160,128.23000000
"TOI-181 b","TOI-181","Transit",2023,4.53200000000,6.95590000,46.16870000,96.23380000
"TOI-199 b","TOI-199","Transit",2023,104.85400000000,9.07927437,54.03082919,102.27000000
"TOI-244 b","TOI-244","Transit",2023,7.39722500000,1.52000000,2.68000000,22.03370000
"HIP 8152 b","HIP 8152","Transit",2023,10.75101400000,2.53625843,8.90000000,101.69400000
"HIP 8152 c","HIP 8152","Transit",2023,19.60562000000,2.52442508,10.70000000,101.69400000
"TOI-332 b","TOI-332","Transit",2023,0.77703800000,3.20000000,57.20000000,222.85200000
"HD 25463 b","HD 25463","Transit",2023,7.04914230000,2.54535814,8.70000000,45.61810000
"HD 25463 c","HD 25463","Transit",2023,3.04405000000,1.36354953,4.30000000,45.61810000
"TOI-615 b","TOI-615","Transit",2023,4.66159830000,18.97680433,138.25535705,360.40800000
"TOI-622 b","TOI-622","Transit",2023,6.40251300000,9.23620010,96.30200732,123.29700000
"TOI-669 b","TOI-669","Transit",2023,3.94515200000,2.58606487,10.00000000,142.86700000
"TOI-672 b","TOI-672","Transit",2023,3.63358100000,5.31000000,50.90000000,66.90710000
"TOI-733 b","TOI-733","Transit",2023,4.88476500000,1.99200000,5.72000000,75.20920000
"TOI-778 b","TOI-778","Transit",2023,4.63361100000,15.40000000,878.00000000,161.74300000
"TOI-784 b","HD 307842","Transit",2023,2.79703650000,1.93000000,9.67000000,64.59970000
"TOI-836 b","TOI-836","Transit",2023,3.81673000000,1.70400000,4.53000000,27.50240000
"TOI-858 B b","TOI-858 B","Transit",2023,3.27971780000,14.06727078,349.61124770,250.48900000
"TOI-908 b","TOI-908","Transit",2023,3.18379200000,3.18600000,16.13700000,175.74800000
"TOI-1052 b","TOI-1052","Transit",2023,9.13970300000,2.87000000,16.90000000,129.80400000
"EPIC 229004835 b","EPIC 229004835","Transit",2023,16.14113200000,2.33200000,10.40000000,121.97100000
"KOI-2513.01","KOI-2513","Transit",2023,19.00547000000,2.80224517,7310.05336100,1369.87000000
"Kepler-139 d","Kepler-139","Transit",2023,7.30569992200,1.69500000,4.65807623,391.03800000
"WASP-193 b","WASP-193","Transit",2023,6.24634750000,14.78464554,35.59678158,362.08700000
"LP 791-18 d","LP 791-18","Transit",2023,2.75485000000,1.03200000,0.91000000,26.49270000
"HD 207496 b","HD 207496","Transit",2023,6.44100800000,2.25000000,6.10000000,23.60600000
"K2-416 b","K2-416","Transit",2023,13.10200000000,2.66000000,1652.70771640,120.31100000
"K2-417 b","K2-417","Transit",2023,6.53500000000,3.31000000,699.22249540,94.04240000
"TOI-2018 b","TOI-2018","Transit",2023,7.43558300000,2.26800000,9.20000000,27.99560000
"HD 22946 d","HD 22946","Transit",2023,47.42489000000,2.60700000,26.57000000,62.77920000
"TOI-1470 c","TOI-1470","Transit",2023,18.08816000000,2.47000000,7.24000000,51.95030000
"TOI-4600 c","TOI-4600","Transit",2023,482.81910000000,9.42000000,2946.26933289,216.05600000
"TOI-198 b","TOI-198","Transit",2023,10.21521300000,1.36000000,3.17000000,23.72620000
"HIP 29442 c","TOI-469","Radial Velocity",2023,3.53795590000,1.55100000,4.50000000,68.19200000
"HIP 29442 d","TOI-469","Radial Velocity",2023,6.42957500000,1.53800000,5.14000000,68.19200000
"GJ 806 b","GJ 806","Transit",2023,0.92632370000,1.33100000,1.90000000,12.04450000
"HD 110067 b","HD 110067","Transit",2023,9.11367800000,2.20000000,5.69000000,32.15850000
"HD 110067 c","HD 110067","Transit",2023,13.67369400000,2.38800000,6.30000000,32.15850000
"HD 110067 d","HD 110067","Transit",2023,20.51961700000,2.85200000,8.52000000,32.15850000
"HD 110067 e","HD 110067","Transit",2023,30.79309100000,1.94000000,3.90000000,32.15850000
"HD 110067 f","HD 110067","Transit",2023,41.05854000000,2.60100000,5.04000000,32.15850000
"HD 110067 g","HD 110067","Transit",2023,54.76992000000,2.60700000,8.40000000,32.15850000
"HD 88986 b","HD 88986","Radial Velocity",2023,146.05000000000,2.49000000,17.20000000,33.26730000
"TOI-2443 b","TOI-2443","Transit",2023,15.66858000000,2.36300000,4.80000000,23.92580000
"TOI-5293 A b","TOI-5293 A","Transit",2023,2.93028900000,11.90000000,170.40000000,162.22900000
"TOI-5344 b","TOI-5344","Transit",2023,3.79262200000,10.60369574,130.94530368,138.36700000
"TOI-5398 c","TOI-5398","Transit",2023,4.77271000000,3.52000000,11.80000000,130.85500000
"TOI-5678 b","TOI-5678","Transit",2023,47.73022000000,4.91000000,20.00000000,165.39300000
"TIC 279401253 b","TIC 279401253","Transit",2023,76.80000000000,11.20898070,1951.46641898,285.58400000
"K2-415 b","K2-415","Transit",2023,4.01796940000,1.01500000,7.50000000,21.81820000
"WASP-84 c","WASP-84","Transit",2023,1.44688490000,1.95000000,15.20000000,100.58800000
"TOI-4087 b","TOI-4087","Transit",2023,3.17748350000,13.04725353,232.01473711,301.67600000
"TOI-4127 b","TOI-4127","Transit",2023,56.39870000000,12.07000000,743.71847238,319.63200000
"TOI-4145 A b","TOI-4145 A","Transit",2023,4.06644280000,13.30506009,136.66621501,205.38700000
"TOI-4201 b","TOI-4201","Transit",2023,3.58191940000,13.67495645,788.21444936,189.01100000
"TOI-4342 b","TOI-4342","Transit",2023,5.53825920000,2.32900000,7.30000000,61.52040000
"TOI-4342 c","TOI-4342","Transit",2023,10.68866200000,2.34900000,4.80000000,61.52040000
"TOI-4377 b","TOI-4377","Transit",2023,4.37808100000,15.10970598,304.16178550,455.82000000
"TOI-4406 b","TOI-4406","Transit",2023,30.08364000000,11.20898070,95.34852210,261.83400000
"TOI-4463 A b","TOI-4463 A","Transit",2023,2.88071980000,13.26022417,252.35575516,173.11700000
"TOI-4551 b","TOI-4551","Transit",2023,9.95581000000,11.85910158,473.56432643,215.98600000
"TOI-4582 b","TOI-4582","Transit",2023,31.03400000000,10.53644186,168.44905571,383.84600000
"TOI-4600 b","TOI-4600","Transit",2023,82.68690000000,6.80000000,959.84178914,216.05600000
"TOI-4603 b","TOI-4603","Transit",2023,7.24599000000,11.67975789,4096.80816623,225.64300000
"TOI-4641 b","TOI-4641","Transit",2023,22.09341000000,8.18255591,1229.99593509,86.35010000
"TOI-4791 b","TOI-4791","Transit",2023,4.28088000000,12.44196858,734.18362017,328.80200000
"TOI-4860 b","TOI-4860","Transit",2023,1.52275910000,8.70000000,86.70000000,80.14230000
"TOI-5205 b","TOI-5205","Transit",2023,1.63075700000,11.60000000,343.00000000,86.44930000
"TOI-2583 A b","TOI-2583 A","Transit",2023,4.52072650000,14.45958510,79.45710175,566.18900000
"TOI-2587 A b","TOI-2587 A","Transit",2023,5.45664000000,12.07207221,69.28659273,373.67500000
"TOI-2589 b","TOI-2589","Transit",2023,61.62770000000,12.10569916,1112.39942450,200.27300000
"TOI-2641 b","TOI-2641","Transit",2023,4.88097400000,18.10250383,122.68176510,344.04500000
"TOI-2796 b","TOI-2796","Transit",2023,4.80849830000,17.26183028,139.84449908,350.34300000
"TOI-2803 A b","TOI-2803 A","Transit",2023,1.96229325000,18.11371281,309.88269682,494.81800000
"TOI-2818 b","TOI-2818","Transit",2023,4.03970900000,15.27784069,225.65816897,312.67400000
"TOI-2842 b","TOI-2842","Transit",2023,3.55140580000,12.84549188,117.59651059,460.99500000
"TOI-3023 b","TOI-3023","Transit",2023,3.90149710000,16.43236571,197.05361234,389.91600000
"TOI-3235 b","TOI-3235","Transit",2023,2.59261842000,11.39953337,211.35589065,72.81100000
"TOI-3364 b","TOI-3364","Transit",2023,5.87689180000,12.22899794,530.77343969,277.89900000
"TOI-3688 A b","TOI-3688 A","Transit",2023,3.24607500000,13.08088048,311.47183886,396.37800000
"TOI-3785 b","TOI-3785","Transit",2023,4.67473730000,5.14000000,14.95000000,79.76340000
"TOI-3807 b","TOI-3807","Transit",2023,2.89897270000,18.49481816,330.54154328,421.74500000
"TOI-3819 b","TOI-3819","Transit",2023,3.24431410000,13.13692538,352.78953177,558.14100000
"TOI-3912 b","TOI-3912","Transit",2023,3.49362640000,14.28024141,129.03833324,465.99200000
"TOI-3976 A b","TOI-3976 A","Transit",2023,6.60766200000,12.27383387,55.61997123,516.08700000
"TOI-1411 b","TOI-1411","Transit",2022,1.45205270000,1.19880592,2.00000000,32.47780000
"GJ 3929 b","GJ 3929","Transit",2022,2.61623500000,1.09000000,1.75000000,15.80950000
"TOI-1759 b","TOI-1759","Transit",2022,18.85019000000,3.14000000,10.80000000,40.06540000
"HD 73583 b","HD 73583","Transit",2022,6.39804200000,2.79000000,10.20000000,31.56660000
"HD 73583 c","HD 73583","Transit",2022,18.87974000000,2.39000000,9.70000000,31.56660000
"TOI-1670 b","TOI-1670","Transit",2022,10.98462000000,2.06000000,41.31769291,168.06700000
"TOI-1670 c","TOI-1670","Transit",2022,40.74976000000,11.06326395,200.23189641,168.06700000
"TOI-1246 b","TOI-1246","Transit",2022,4.30744000000,3.01000000,8.10000000,169.42200000
"TOI-1246 c","TOI-1246","Transit",2022,5.90413700000,2.45109846,9.10000000,169.42200000
"TOI-1246 d","TOI-1246","Transit",2022,18.65487400000,3.43139739,5.40000000,169.42200000
"TOI-1246 e","TOI-1246","Transit",2022,37.92548000000,3.51418750,14.50000000,169.42200000
"TOI-1696 b","TOI-1696","Transit",2022,2.50031100000,3.09000000,48.80000000,64.91720000
"TOI-2136 b","TOI-2136","Transit",2022,7.85192800000,2.19000000,6.37000000,33.36310000
"HIP 94235 b","HIP 94235","Transit",2022,7.71305700000,3.00000000,379.00000000,58.51460000
"TOI-1710 b","TOI-1710","Transit",2022,24.28337700000,5.20315158,22.40000000,81.22710000
"TOI-1181 b","TOI-1181","Transit",2022,2.10318900000,17.02644168,374.71969185,302.81900000
"TOI-1516 b","TOI-1516","Transit",2022,2.05601400000,15.24421375,1004.33776612,247.05400000
"TOI-2046 b","TOI-2046","Transit",2022,1.49718420000,16.14093221,731.00533610,289.66800000
"WASP-132 c","WASP-132","Transit",2022,1.01153624000,1.84100000,6.26000000,122.91000000
"Gaia-1 b","Gaia-1","Transit",2022,3.05252400000,13.77583728,533.95172376,363.66000000
"Gaia-2 b","Gaia-2","Transit",2022,3.69152240000,14.81827249,259.66580852,209.22900000
"TOI-1107 b","TOI-1107","Transit",2022,4.07823870000,14.57167491,1064.72516345,281.31400000
"HD 28109 b","HD 28109","Transit",2022,22.89105400000,2.69000000,6.20000000,139.61100000
"HD 28109 c","HD 28109","Transit",2022,55.99712000000,4.13000000,9.20000000,139.61100000
"HD 28109 d","HD 28109","Transit",2022,84.28990000000,3.11000000,5.80000000,139.61100000
"HD 260655 b","HD 260655","Transit",2022,2.76953000000,1.24000000,2.14000000,10.00550000
"HD 260655 c","HD 260655","Transit",2022,5.70588000000,1.53300000,3.09000000,10.00550000
"TOI-3714 b","TOI-3714","Transit",2022,2.15484900000,11.32107051,222.47988490,112.71000000
"TOI-3629 b","TOI-3629","Transit",2022,3.93655100000,8.29464572,82.63538582,130.09100000
"TOI-1272 b","TOI-1272","Transit",2022,3.31599000000,4.13204907,27.00000000,137.57200000
"Kepler-1972 b","Kepler-1972","Transit",2022,7.54425000000,0.80200000,2.02000000,287.33900000
"KOI-4777.01","KOI-4777","Transit",2022,0.41200000000,0.51000000,99.20000000,172.24500000
"Kepler-1972 c","Kepler-1972","Transit",2022,11.32950000000,0.86800000,2.11000000,287.33900000
"TOI-5398 b","TOI-5398","Transit",2022,10.59054700000,10.30000000,58.70000000,130.85500000
"TOI-5542 b","TOI-5542","Transit",2022,75.12375000000,11.30986153,419.53349724,348.84900000
"HD 23472 f","HD 23472","Transit",2022,12.16218390000,1.13700000,0.77000000,39.03410000
"HD 23472 d","HD 23472","Transit",2022,3.97664000000,0.75000000,0.55000000,39.03410000
"HD 23472 e","HD 23472","Transit",2022,7.90754000000,0.81800000,0.72000000,39.03410000
"TOI-1260 d","TOI-1260","Transit",2022,16.60816400000,3.12000000,11.84000000,73.59770000
"LP 890-9 c","LP 890-9","Transit",2022,8.45746300000,1.36700000,25.30000000,32.42980000
"NGTS-21 b","NGTS-21","Transit",2022,1.54338970000,14.90794433,750.07504052,592.89100000
"NGTS-23 b","NGTS-23","Transit",2022,4.07643260000,14.20177855,194.82881349,1074.95000000
"NGTS-25 b","NGTS-25","Transit",2022,2.82309300000,11.46678726,203.09235207,521.23300000
"HD 114082 b","HD 114082","Radial Velocity",2022,109.75000000000,11.20898070,2542.62725600,95.39060000
"TOI-4137 b","TOI-4137","Transit",2022,3.80161220000,13.57407563,457.67290608,334.99300000
"NGTS-24 b","NGTS-24","Transit",2022,3.46787960000,13.60770257,165.27077164,683.06200000
"LP 890-9 b","LP 890-9","Transit",2022,2.72990250000,1.32000000,13.20000000,32.42980000
"HD 20329 b","HD 20329","Transit",2022,0.92611800000,1.72000000,7.42000000,63.67960000
"TOI-2567 b","TOI-2567","Transit",2022,5.98394400000,10.92875618,63.88350981,504.77500000
"TOI-2570 b","TOI-2570","Transit",2022,2.98876150000,13.64132951,260.61929374,361.85700000
"TOI-3331 A b","TOI-3331 A","Transit",2022,2.01802310000,12.97999965,721.47048389,217.19300000
"TOI-3693 b","TOI-3693","Transit",2022,9.08851600000,12.59889431,324.18497514,176.43600000
"TOI-3757 b","TOI-3757","Transit",2022,3.43875300000,12.00000000,85.30000000,181.13900000
"TOI-3884 b","TOI-3884","Transit",2022,4.54458280000,6.43000000,32.59000000,43.14480000
"TOI-2025 b","TOI-2025","Transit",2022,8.87209820000,11.89272852,1144.18226520,335.98500000
"TOI-2158 b","TOI-2158","Transit",2022,8.60077000000,10.76062147,260.61929374,198.47300000
"TOI-2193 A b","TOI-2193 A","Transit",2022,2.12257350000,19.83989584,298.75870258,337.06400000
"TOI-2196 b","TOI-2196","Transit",2022,1.19472680000,3.51000000,26.00000000,259.94700000
"TOI-2207 b","TOI-2207","Transit",2022,8.00196800000,11.15293580,203.41018048,373.34500000
"TOI-2236 b","TOI-2236","Transit",2022,3.53159020000,14.36991326,502.16888306,355.59000000
"TOI-2421 b","TOI-2421","Transit",2022,4.34740320000,10.36830715,105.83685953,327.92700000
"TOI-1238 c","TOI-1238","Transit",2022,3.29473600000,2.11000000,8.32000000,70.71450000
"TOI-1238 b","TOI-1238","Transit",2022,0.76459700000,1.21000000,3.76000000,70.71450000
"TOI-1288 b","TOI-1288","Transit",2022,2.69982790000,4.96846551,44.10000000,114.86500000
"TOI-1452 b","TOI-1452","Transit",2022,11.06201000000,1.67200000,4.82000000,30.52120000
"TOI-1468 c","TOI-1468","Transit",2022,15.53247700000,2.12600000,4.10000000,24.73990000
"TOI-1468 b","TOI-1468","Transit",2022,1.88052010000,1.40100000,3.04000000,24.73990000
"TOI-1695 b","TOI-1695","Transit",2022,3.13427910000,1.90000000,6.36000000,45.13090000
"TOI-1820 b","TOI-1820","Transit",2022,4.86067400000,12.77823800,731.00533610,248.50400000
"TOI-5153 b","TOI-5153","Transit",2022,20.33003000000,11.88151954,1036.12060682,390.48400000
"NGTS-20 b","NGTS-20","Transit",2022,54.18915000000,11.99360935,947.12865286,382.89800000
"TOI-1422 b","TOI-1422","Transit",2022,12.99894000000,3.83000000,9.50000000,155.14100000
"CoRoT-35 b","CoRoT-35","Transit",2022,3.22748000000,18.83108758,349.61124770,1123.21000000
"CoRoT-36 b","CoRoT-36","Transit",2022,5.61653100000,15.80466279,216.12331676,925.95800000
"HD 93963 A b","HD 93963 A","Transit",2022,1.03761090000,1.46954368,2.80000000,82.34320000
"HD 93963 A c","HD 93963 A","Transit",2022,3.64513890000,3.11976057,18.40000000,82.34320000
"GJ 3090 b","GJ 3090","Transit",2022,2.85310198000,2.18000000,4.52000000,22.47510000
"HD 18599 b","HD 18599","Transit",2022,4.13743540000,2.60000000,24.10000000,38.56530000
"TOI-411 c","HD 22946","Transit",2022,9.57308300000,2.32800000,9.72000000,62.77920000
"TOI-411 b","HD 22946","Transit",2022,4.04029500000,1.36200000,13.71000000,62.77920000
"TOI-969 b","TOI-969","Transit",2022,1.82373050000,2.76500000,9.10000000,77.25540000
"K2-370 b","K2-370","Transit",2022,2.14080930000,2.67000000,11.10000000,144.20200000
"TOI-2180 b","TOI-2180","Transit",2022,260.79000000000,11.32107051,875.61726129,116.68500000
"LTT 1445 A c","LTT 1445 A","Transit",2022,3.12390350000,1.14700000,1.54000000,6.86929000
"TOI-1064 b","TOI-1064","Transit",2022,6.44386800000,2.58700000,13.50000000,68.07260000
"TOI-1064 c","TOI-1064","Transit",2022,12.22657400000,2.65100000,2.50000000,68.07260000
"TOI-2184 b","TOI-2184","Transit",2022,6.90683000000,11.39953337,206.58846455,788.31700000
"TOI-1268 b","TOI-1268","Transit",2022,8.15770940000,9.10000000,96.40000000,109.55700000
"TOI-2337 b","TOI-2337","Transit",2022,2.99432000000,10.08808263,508.52545120,536.04600000
"TOI-4329 b","TOI-4329","Transit",2022,2.92230000000,16.81347105,143.02278315,717.12800000
"TOI-2669 b","TOI-2669","Transit",2022,6.20340000000,19.72780603,193.87532827,393.44300000
"TOI-500 b","TOI-500","Transit",2022,0.54817700000,1.16600000,1.42000000,47.39240000
"TOI-544 b","TOI-544","Transit",2022,1.54835200000,2.01800000,2.89000000,41.11660000
"TOI-1075 b","TOI-1075","Transit",2022,0.60473280000,1.79100000,9.95000000,61.45920000
"TOI-1259 A b","TOI-1259 A","Transit",2021,3.47797920000,11.60000000,141.00000000,118.10600000
"TOI-1807 b","TOI-1807","Transit",2021,0.54937097000,1.49681583,2.44000000,42.57750000
"TOI-2076 b","TOI-2076","Transit",2021,10.35504000000,2.59000000,6.70000000,41.90910000
"TOI-2076 c","TOI-2076","Transit",2021,21.01447000000,3.54000000,7.20000000,41.90910000
"TOI-2076 d","TOI-2076","Transit",2021,35.12803000000,3.27000000,7.30000000,41.90910000
"HAT-P-58 b","HAT-P-58","Transit",2021,4.01383790000,14.93036229,118.23216740,515.59000000
"HAT-P-59 b","HAT-P-59","Transit",2021,4.14197710000,12.58768533,489.45574678,265.47100000
"HAT-P-60 b","HAT-P-60","Transit",2021,4.79478130000,18.28184752,182.43350562,233.22000000
"HAT-P-61 b","HAT-P-61","Transit",2021,1.90231289000,10.07687365,335.94462620,338.84000000
"HAT-P-62 b","HAT-P-62","Transit",2021,2.64532350000,12.02723629,241.86741773,348.81500000
"HAT-P-63 b","HAT-P-63","Transit",2021,3.37772800000,12.54284940,195.14664190,403.45800000
"HAT-P-64 b","HAT-P-64","Transit",2021,4.00723200000,19.08889413,184.34047606,651.89700000
"TOI-1749 b","TOI-1749","Transit",2021,2.38839000000,1.39000000,57.00000000,99.55610000
"TOI-1749 c","TOI-1749","Transit",2021,4.49290000000,2.12000000,14.00000000,99.55610000
"TOI-1749 d","TOI-1749","Transit",2021,9.04970000000,2.52000000,15.00000000,99.55610000
"TOI-1062 b","TOI-1062","Transit",2021,4.11296000000,2.26500000,10.15000000,82.17330000
"TOI-1278 b","TOI-1278","Transit",2021,14.47567000000,12.21778896,5879.82552950,75.57590000
"AU Mic c","AU Mic","Transit",2021,18.85902300000,2.79000000,14.46000000,9.72210000
"TOI-2406 b","TOI-2406","Transit",2021,3.07668910000,2.86000000,15.60000000,55.41900000
"TOI-532 b","TOI-532","Transit",2021,2.32665080000,5.82000000,61.50000000,135.04700000
"TOI-431 b","TOI-431","Transit",2021,0.49004700000,1.28000000,3.07000000,32.56860000
"TOI-431 d","TOI-431","Transit",2021,12.46103000000,3.29000000,9.90000000,32.56860000
"TOI-2202 b","TOI-2202","Transit",2021,11.91260750000,10.95117414,287.31687993,235.93300000
"TOI-1518 b","TOI-1518","Transit",2021,1.90261131000,21.05046575,581.62598481,225.88800000
"TIC 172900988 b","TIC 172900988 Aa","Transit",2021,200.45200000000,11.25000000,942.00000000,250.95600000
"TOI-1201 b","TOI-1201","Transit",2021,2.49198630000,2.41500000,6.28000000,37.88710000
"GPX-1 b","GPX-1","Transit",2021,1.74457900000,16.47720163,6261.21961790,655.01300000
"TOI-558 b","TOI-558","Transit",2021,14.57407100000,12.17295304,1147.36054927,402.63000000
"TOI-559 b","TOI-559","Transit",2021,6.98390950000,12.22899794,1910.14872607,233.26600000
"TIC 257060897 b","TIC 257060897","Transit",2021,3.66003639000,17.26183028,201.50321004,505.70300000
"TOI-251 b","TOI-251","Transit",2021,4.93777000000,2.74000000,317.83000000,99.52300000
"NGTS-13 b","NGTS-13","Transit",2021,4.11902700000,12.80067800,1538.29720000,647.59500000
"HD 110113 b","HD 110113","Transit",2021,2.54100000000,2.05000000,4.55000000,106.30700000
"TOI-178 b","TOI-178","Transit",2021,1.91456010000,1.20000000,0.96000000,62.69900000
"TOI-178 c","TOI-178","Transit",2021,3.23848600000,1.75400000,4.64000000,62.69900000
"TOI-178 d","TOI-178","Transit",2021,6.55756900000,2.69500000,5.20000000,62.69900000
"TOI-178 e","TOI-178","Transit",2021,9.96318000000,2.30100000,3.48000000,62.69900000
"EPIC 201595106 b","EPIC 201595106","Transit",2021,0.87724000000,1.56500000,7.67000000,232.10000000
"Kepler-1704 b","Kepler-1704","Transit",2021,988.88112000000,11.94877343,1322.16617312,835.45500000
"Kepler-1876 b","Kepler-1876","Transit",2021,6.99205000000,0.85300000,2.40000000,259.93500000
"Kepler-1705 b","Kepler-1705","Transit",2021,9.03502000000,2.03000000,4.47000000,1633.49000000
"KOI-3503 b","KOI-3503","Transit",2021,21.18500000000,1.19000000,9.20000000,887.06400000
"KOI-1833 d","Kepler-968","Transit",2021,7.68500000000,2.58000000,11.02000000,290.32400000
"KOI-3503 c","KOI-3503","Transit",2021,31.82800000000,1.21000000,10.36000000,887.06400000
"TOI-1203.01","TOI-1203","Transit",2021,25.50267200000,2.91800000,7.39000000,64.99430000
"TOI-1774.01","TOI-1774","Transit",2021,16.70988000000,2.78000000,8.50000000,53.97400000
"TOI-469.01","TOI-469","Transit",2021,13.63082050000,3.41000000,9.10000000,68.19200000
"TOI-836.01","TOI-836","Transit",2021,8.59545000000,2.58700000,9.60000000,27.50240000
"TOI-1431 b","TOI-1431","Transit",2021,2.65023700000,16.70138124,991.62462984,148.92500000
"TOI-530 b","TOI-530","Transit",2021,6.38759700000,9.30345398,127.13136280,148.76200000
"TOI-1789 b","TOI-1789","Transit",2021,3.20866400000,16.14093221,222.47988490,229.06700000
"TOI-1296 b","TOI-1296","Transit",2021,3.94437360000,14.11645916,95.30000000,323.26500000
"TOI-1298 b","TOI-1298","Transit",2021,4.53714300000,9.65807033,99.00000000,319.03600000
"HD 63935 b","HD 63935","Transit",2021,9.05880700000,2.91575244,10.50000000,48.97390000
"HD 63935 c","HD 63935","Radial Velocity",2021,21.40270000000,3.06451296,11.10000000,48.97390000
"TOI-3362 b","TOI-3362","Transit",2021,18.09547000000,12.80065596,1598.35905880,366.98700000
"HIP 97166 b","HIP 97166","Transit",2021,10.28891400000,2.48013380,19.10000000,65.95010000
"HD 207897 b","HD 207897","Transit",2021,16.20166000000,2.34302132,14.80000000,28.29380000
